id,worker,zone,shift,task_type,pick_rate,exceptions,overtime_hours,recorded_at
WKR-18329,Operator 714,A-12,B,quality,43,2,0.3,2026-06-23T23:22:52+00:00
WKR-18330,Operator 606,JIS-07,C,packing,71,4,0.7,2026-06-11T15:17:52+00:00
WKR-18331,Operator 532,JIS-07,B,quality,56,2,0,2026-06-13T08:51:52+00:00
WKR-18332,Operator 356,HZ-02,B,picking,93,2,0.2,2026-05-30T17:05:52+00:00
WKR-18333,Operator 797,HZ-02,A,picking,78,1,0.6,2026-07-17T19:35:52+00:00
WKR-18334,Operator 402,B-07,C,replenishment,72,0,0.4,2026-07-11T23:08:52+00:00
WKR-18335,Operator 572,A-12,B,picking,111,1,0.9,2026-05-26T04:20:52+00:00
WKR-18336,Operator 395,A-12,A,picking,97,4,0.6,2026-07-16T23:11:52+00:00
WKR-18337,Operator 319,Q-04,C,quality,39,1,0.4,2026-07-04T12:05:52+00:00
WKR-18338,Operator 178,JIS-07,C,picking,85,3,0.3,2026-07-01T18:53:52+00:00
WKR-18339,Operator 384,HZ-02,B,picking,92,0,0.9,2026-07-20T01:26:52+00:00
WKR-18340,Operator 158,A-12,B,packing,49,3,0.4,2026-06-03T08:38:52+00:00
WKR-18341,Operator 069,JIS-07,A,packing,88,2,0.8,2026-06-28T02:17:52+00:00
WKR-18342,Operator 639,B-07,C,picking,89,2,0,2026-07-04T07:49:52+00:00
WKR-18343,Operator 248,Q-04,B,picking,106,2,1.2,2026-06-02T04:12:52+00:00
WKR-18344,Operator 222,B-07,B,replenishment,61,3,0.8,2026-06-15T17:03:52+00:00
WKR-18345,Operator 822,Q-04,B,picking,110,0,1.1,2026-07-20T04:43:52+00:00
WKR-18346,Operator 227,B-07,A,picking,86,3,0.4,2026-06-22T17:31:52+00:00
WKR-18347,Operator 045,HZ-02,B,quality,63,2,0.4,2026-07-16T03:38:52+00:00
WKR-18348,Operator 277,A-12,B,quality,61,0,1.0,2026-07-01T18:32:52+00:00
WKR-18349,Operator 560,A-12,C,picking,84,2,1.2,2026-06-14T22:53:52+00:00
WKR-18350,Operator 469,B-07,B,picking,90,1,0,2026-06-30T02:51:52+00:00
WKR-18351,Operator 772,A-12,A,picking,83,4,0.2,2026-06-24T08:38:52+00:00
WKR-18352,Operator 499,HZ-02,C,quality,61,0,0.7,2026-05-23T19:45:52+00:00
WKR-18353,Operator 282,HZ-02,B,replenishment,58,1,0.1,2026-05-22T06:42:52+00:00
WKR-18354,Operator 640,A-12,A,replenishment,91,0,0,2026-06-11T14:07:52+00:00
WKR-18355,Operator 154,A-12,B,quality,64,0,0.0,2026-07-01T19:30:52+00:00
WKR-18356,Operator 611,B-07,A,packing,77,1,0.9,2026-06-06T01:12:52+00:00
WKR-18357,Operator 819,B-07,C,quality,60,3,0.7,2026-07-20T03:33:52+00:00
WKR-18358,Operator 085,Q-04,B,picking,105,2,0.5,2026-06-28T02:34:52+00:00
WKR-18359,Operator 664,Q-04,A,packing,61,0,0.3,2026-07-17T01:00:52+00:00
WKR-18360,Operator 236,A-12,A,quality,52,0,0,2026-07-17T01:47:52+00:00
WKR-18361,Operator 814,Q-04,A,quality,45,2,1.5,2026-07-19T23:12:52+00:00
WKR-18362,Operator 112,Q-04,A,replenishment,57,0,0.0,2026-06-09T19:34:52+00:00
WKR-18363,Operator 717,A-12,C,picking,87,1,0.5,2026-05-21T16:30:52+00:00
WKR-18364,Operator 822,Q-04,A,picking,95,4,0.8,2026-05-31T21:33:52+00:00
WKR-18365,Operator 192,HZ-02,C,packing,78,3,0.1,2026-05-28T23:11:52+00:00
WKR-18366,Operator 285,B-07,A,replenishment,72,3,0.8,2026-07-04T21:53:52+00:00
WKR-18367,Operator 260,HZ-02,A,replenishment,74,1,0.7,2026-06-30T17:17:52+00:00
WKR-18368,Operator 304,JIS-07,A,quality,64,2,0.1,2026-07-16T03:19:52+00:00
WKR-18369,Operator 720,A-12,C,picking,110,0,0.5,2026-07-14T19:30:52+00:00
WKR-18370,Operator 773,A-12,A,replenishment,62,3,0.4,2026-07-05T11:36:52+00:00
WKR-18371,Operator 049,HZ-02,B,packing,91,2,1.4,2026-06-24T23:39:52+00:00
WKR-18372,Operator 009,Q-04,C,quality,51,0,0.6,2026-07-07T00:54:52+00:00
WKR-18373,Operator 434,Q-04,C,replenishment,64,1,0,2026-07-06T12:54:52+00:00
WKR-18374,Operator 197,JIS-07,C,quality,38,3,1.3,2026-07-16T14:13:52+00:00
WKR-18375,Operator 116,Q-04,A,quality,57,1,0.6,2026-07-12T20:26:52+00:00
WKR-18376,Operator 580,B-07,B,picking,89,3,1.2,2026-07-01T22:11:52+00:00
WKR-18377,Operator 561,A-12,A,replenishment,73,4,0.8,2026-05-27T08:20:52+00:00
WKR-18378,Operator 233,B-07,C,picking,75,1,0.9,2026-06-16T14:50:52+00:00
WKR-18379,Operator 264,HZ-02,A,replenishment,72,0,0.8,2026-06-22T04:13:52+00:00
WKR-18380,Operator 650,JIS-07,A,replenishment,53,0,0.7,2026-07-03T12:06:52+00:00
WKR-18381,Operator 334,JIS-07,A,quality,47,1,0,2026-06-06T22:19:52+00:00
WKR-18382,Operator 169,A-12,A,packing,73,0,0.2,2026-06-14T16:58:52+00:00
WKR-18383,Operator 530,B-07,C,picking,101,0,0.6,2026-07-02T05:23:52+00:00
WKR-18384,Operator 446,JIS-07,B,quality,64,0,0.3,2026-07-07T12:26:52+00:00
WKR-18385,Operator 505,Q-04,B,picking,89,1,0.3,2026-06-02T11:43:52+00:00
WKR-18386,Operator 746,B-07,B,replenishment,70,0,0.1,2026-07-13T21:28:52+00:00
WKR-18387,Operator 504,B-07,A,quality,70,1,0.6,2026-07-07T19:25:52+00:00
WKR-18388,Operator 178,A-12,B,quality,59,4,1.1,2026-06-18T22:25:52+00:00
WKR-18389,Operator 112,A-12,C,picking,84,0,0.3,2026-06-16T13:55:52+00:00
WKR-18390,Operator 237,Q-04,A,picking,85,3,0.4,2026-07-16T04:47:52+00:00
WKR-18391,Operator 828,HZ-02,B,packing,79,4,0.4,2026-06-25T09:50:52+00:00
WKR-18392,Operator 271,B-07,C,replenishment,72,2,0.2,2026-05-26T05:49:52+00:00
WKR-18393,Operator 309,A-12,A,picking,99,1,1.0,2026-07-15T04:36:52+00:00
WKR-18394,Operator 090,Q-04,B,packing,56,3,0.5,2026-07-15T12:08:52+00:00
WKR-18395,Operator 648,HZ-02,C,quality,61,4,0.1,2026-06-04T04:53:52+00:00
WKR-18396,Operator 309,B-07,B,quality,43,3,0.7,2026-06-22T13:15:52+00:00
WKR-18397,Operator 456,HZ-02,B,picking,79,1,0.6,2026-07-14T17:25:52+00:00
WKR-18398,Operator 098,JIS-07,A,quality,35,2,0.5,2026-07-02T04:41:52+00:00
WKR-18399,Operator 649,JIS-07,A,quality,67,2,0.2,2026-05-27T20:09:52+00:00
WKR-18400,Operator 483,JIS-07,C,picking,106,4,0,2026-05-30T23:45:52+00:00
WKR-18401,Operator 686,A-12,C,picking,94,2,0.6,2026-06-07T10:56:52+00:00
WKR-18402,Operator 670,HZ-02,B,replenishment,84,0,0.5,2026-07-09T08:42:52+00:00
WKR-18403,Operator 530,JIS-07,A,replenishment,57,3,0.2,2026-07-03T08:42:52+00:00
WKR-18404,Operator 300,JIS-07,C,quality,54,3,0.4,2026-06-20T19:53:52+00:00
WKR-18405,Operator 828,Q-04,B,quality,44,1,0.8,2026-05-23T07:24:52+00:00
WKR-18406,Operator 725,B-07,C,replenishment,78,2,0.8,2026-07-02T19:30:52+00:00
WKR-18407,Operator 779,HZ-02,B,packing,78,1,1.5,2026-07-13T03:19:52+00:00
WKR-18408,Operator 213,JIS-07,A,picking,103,3,0.7,2026-07-13T02:05:52+00:00
WKR-18409,Operator 833,JIS-07,A,picking,89,2,1.3,2026-07-02T12:33:52+00:00
WKR-18410,Operator 157,JIS-07,C,replenishment,65,0,0.7,2026-06-15T05:20:52+00:00
WKR-18411,Operator 254,B-07,A,packing,75,2,0.7,2026-06-23T05:05:52+00:00
WKR-18412,Operator 713,HZ-02,C,picking,85,3,0.5,2026-07-19T21:05:52+00:00
WKR-18413,Operator 850,Q-04,B,replenishment,79,1,0.5,2026-07-15T14:19:52+00:00
WKR-18414,Operator 244,HZ-02,C,packing,81,1,0.6,2026-06-12T16:08:52+00:00
WKR-18415,Operator 816,Q-04,B,replenishment,66,3,0,2026-06-14T10:29:52+00:00
WKR-18416,Operator 728,B-07,C,picking,105,4,0.5,2026-05-28T13:27:52+00:00
WKR-18417,Operator 227,Q-04,B,replenishment,80,0,0.9,2026-05-31T23:41:52+00:00
WKR-18418,Operator 084,B-07,C,picking,90,3,1.3,2026-06-03T01:36:52+00:00
WKR-18419,Operator 414,Q-04,B,replenishment,64,3,0,2026-07-13T04:15:52+00:00
WKR-18420,Operator 432,B-07,C,quality,56,3,1.2,2026-06-03T05:56:52+00:00
WKR-18421,Operator 707,Q-04,C,replenishment,64,4,0.9,2026-06-09T00:43:52+00:00
WKR-18422,Operator 203,Q-04,B,replenishment,51,4,0.8,2026-07-03T13:40:52+00:00
WKR-18423,Operator 506,A-12,C,replenishment,63,0,0.2,2026-06-17T10:22:52+00:00
WKR-18424,Operator 763,A-12,B,picking,88,3,0,2026-06-08T21:42:52+00:00
WKR-18425,Operator 398,A-12,C,quality,55,0,0.8,2026-07-10T11:40:52+00:00
WKR-18426,Operator 003,HZ-02,B,replenishment,56,3,0.2,2026-07-17T04:47:52+00:00
WKR-18427,Operator 293,JIS-07,B,packing,69,2,1.2,2026-05-23T07:37:52+00:00
WKR-18428,Operator 300,A-12,B,packing,91,0,0.2,2026-05-26T02:54:52+00:00
WKR-18429,Operator 274,Q-04,A,quality,57,2,1.8,2026-07-04T14:46:52+00:00
WKR-18430,Operator 451,B-07,A,quality,28,4,1.3,2026-05-22T19:14:52+00:00
WKR-18431,Operator 813,Q-04,C,replenishment,73,4,1.6,2026-05-25T05:02:52+00:00
WKR-18432,Operator 536,JIS-07,C,replenishment,67,1,0.6,2026-06-24T09:35:52+00:00
WKR-18433,Operator 803,HZ-02,B,replenishment,76,4,0.6,2026-06-10T17:26:52+00:00
WKR-18434,Operator 703,JIS-07,A,picking,87,2,1.2,2026-06-08T21:10:52+00:00
WKR-18435,Operator 613,A-12,A,quality,59,0,0.6,2026-06-06T13:04:52+00:00
WKR-18436,Operator 005,JIS-07,A,packing,82,0,0.8,2026-06-09T04:14:52+00:00
WKR-18437,Operator 397,B-07,C,quality,52,4,0.4,2026-06-11T13:20:52+00:00
WKR-18438,Operator 687,Q-04,B,quality,57,0,0.7,2026-07-04T17:38:52+00:00
WKR-18439,Operator 508,JIS-07,B,quality,37,1,0.4,2026-07-06T04:40:52+00:00
WKR-18440,Operator 209,A-12,B,picking,71,3,0,2026-06-13T13:28:52+00:00
WKR-18441,Operator 626,JIS-07,A,picking,77,0,0.3,2026-05-25T23:33:52+00:00
WKR-18442,Operator 848,JIS-07,A,quality,39,2,0.2,2026-06-06T01:06:52+00:00
WKR-18443,Operator 517,JIS-07,A,picking,98,0,0.6,2026-07-05T14:45:52+00:00
WKR-18444,Operator 522,HZ-02,A,packing,89,4,0.6,2026-06-20T21:17:52+00:00
WKR-18445,Operator 539,JIS-07,C,quality,49,0,0,2026-05-23T13:23:52+00:00
WKR-18446,Operator 250,JIS-07,B,packing,57,1,0.4,2026-06-18T22:39:52+00:00
WKR-18447,Operator 760,HZ-02,B,picking,92,3,0.3,2026-07-06T11:47:52+00:00
WKR-18448,Operator 106,A-12,B,packing,66,1,1.2,2026-06-23T09:24:52+00:00
WKR-18449,Operator 516,A-12,C,quality,54,3,0.7,2026-06-13T06:51:52+00:00
WKR-18450,Operator 172,A-12,C,picking,103,2,0,2026-06-18T23:16:52+00:00
WKR-18451,Operator 138,A-12,B,picking,88,4,0,2026-07-03T10:33:52+00:00
WKR-18452,Operator 518,JIS-07,A,replenishment,51,0,0.6,2026-06-25T10:39:52+00:00
WKR-18453,Operator 122,A-12,B,quality,44,4,1.1,2026-07-02T23:09:52+00:00
WKR-18454,Operator 232,A-12,B,quality,57,2,0.9,2026-06-24T05:55:52+00:00
WKR-18455,Operator 627,JIS-07,A,replenishment,60,4,0.8,2026-06-03T09:06:52+00:00
WKR-18456,Operator 135,A-12,A,picking,91,0,0.1,2026-07-13T07:44:52+00:00
WKR-18457,Operator 468,Q-04,A,replenishment,77,3,0.1,2026-06-15T03:34:52+00:00
WKR-18458,Operator 010,Q-04,C,quality,53,1,1.0,2026-05-27T00:56:52+00:00
WKR-18459,Operator 730,HZ-02,B,packing,80,1,0.2,2026-06-21T12:42:52+00:00
WKR-18460,Operator 322,HZ-02,C,quality,49,4,0.4,2026-07-04T04:31:52+00:00
WKR-18461,Operator 829,A-12,B,packing,63,2,1.0,2026-05-31T02:52:52+00:00
WKR-18462,Operator 837,B-07,A,packing,93,4,0.2,2026-07-16T07:33:52+00:00
WKR-18463,Operator 594,B-07,C,packing,77,4,0.6,2026-06-08T15:34:52+00:00
WKR-18464,Operator 617,B-07,A,quality,35,3,0,2026-06-10T18:43:52+00:00
WKR-18465,Operator 391,A-12,C,quality,53,0,0.9,2026-06-06T11:45:52+00:00
WKR-18466,Operator 556,JIS-07,C,quality,74,4,0.2,2026-06-24T09:25:52+00:00
WKR-18467,Operator 232,JIS-07,C,quality,64,3,0.5,2026-07-08T22:56:52+00:00
WKR-18468,Operator 550,A-12,C,picking,83,1,0.4,2026-05-31T12:03:52+00:00
WKR-18469,Operator 125,B-07,A,picking,82,4,0.6,2026-06-07T17:32:52+00:00
WKR-18470,Operator 604,Q-04,A,quality,59,3,0,2026-06-29T01:11:52+00:00
WKR-18471,Operator 758,A-12,C,packing,88,2,0.8,2026-06-21T03:57:52+00:00
WKR-18472,Operator 256,Q-04,B,packing,79,2,0.6,2026-06-26T13:02:52+00:00
WKR-18473,Operator 110,A-12,B,quality,45,3,0.5,2026-07-09T12:53:52+00:00
WKR-18474,Operator 395,Q-04,A,picking,105,4,1.2,2026-05-29T22:16:52+00:00
WKR-18475,Operator 832,HZ-02,A,replenishment,66,3,0.8,2026-06-20T00:07:52+00:00
WKR-18476,Operator 532,Q-04,A,replenishment,65,2,0.2,2026-07-13T06:17:52+00:00
WKR-18477,Operator 135,JIS-07,C,quality,43,1,0,2026-06-08T04:07:52+00:00
WKR-18478,Operator 724,B-07,A,packing,89,1,1.1,2026-06-19T03:25:52+00:00
WKR-18479,Operator 603,A-12,B,replenishment,74,0,0.3,2026-07-14T19:10:52+00:00
WKR-18480,Operator 196,B-07,C,picking,89,1,0.1,2026-05-21T12:53:52+00:00
WKR-18481,Operator 380,HZ-02,C,replenishment,67,4,0.6,2026-07-08T09:16:52+00:00
WKR-18482,Operator 731,B-07,C,packing,98,3,0,2026-06-30T01:00:52+00:00
WKR-18483,Operator 689,JIS-07,A,replenishment,82,3,0.2,2026-06-29T00:37:52+00:00
WKR-18484,Operator 664,Q-04,C,picking,90,2,0,2026-06-29T09:10:52+00:00
WKR-18485,Operator 032,A-12,B,packing,63,0,0.2,2026-07-08T13:19:52+00:00
WKR-18486,Operator 267,Q-04,B,packing,87,4,0.4,2026-06-19T13:04:52+00:00
WKR-18487,Operator 042,HZ-02,A,picking,88,1,0.3,2026-07-16T17:49:52+00:00
WKR-18488,Operator 361,B-07,A,replenishment,62,1,0.6,2026-05-26T18:35:52+00:00
WKR-18489,Operator 417,Q-04,C,replenishment,81,4,0.3,2026-07-17T17:22:52+00:00
WKR-18490,Operator 414,B-07,B,quality,60,3,0.6,2026-06-03T04:43:52+00:00
WKR-18491,Operator 653,B-07,B,quality,64,3,0.7,2026-07-11T08:29:52+00:00
WKR-18492,Operator 612,JIS-07,C,packing,83,4,0.7,2026-07-18T15:46:52+00:00
WKR-18493,Operator 786,B-07,A,replenishment,73,1,0.1,2026-07-09T19:36:52+00:00
WKR-18494,Operator 022,Q-04,C,quality,57,4,0.6,2026-07-04T19:19:52+00:00
WKR-18495,Operator 658,Q-04,A,picking,98,2,0.5,2026-06-15T06:05:52+00:00
WKR-18496,Operator 630,Q-04,C,replenishment,68,1,1.5,2026-06-16T06:43:52+00:00
WKR-18497,Operator 241,B-07,A,replenishment,66,2,0.5,2026-07-07T00:00:52+00:00
WKR-18498,Operator 687,Q-04,B,packing,65,1,0.1,2026-07-17T03:30:52+00:00
WKR-18499,Operator 248,A-12,C,quality,36,1,0.4,2026-05-30T15:00:52+00:00
WKR-18500,Operator 179,A-12,C,replenishment,59,0,0.7,2026-06-30T01:54:52+00:00
WKR-18501,Operator 275,JIS-07,B,quality,50,4,0.8,2026-07-07T02:55:52+00:00
WKR-18502,Operator 144,JIS-07,B,replenishment,82,2,0.3,2026-07-17T05:13:52+00:00
WKR-18503,Operator 648,HZ-02,A,quality,48,0,1.0,2026-07-08T01:13:52+00:00
WKR-18504,Operator 186,A-12,A,picking,102,1,1.4,2026-07-04T16:53:52+00:00
WKR-18505,Operator 122,B-07,A,packing,71,2,0.4,2026-07-04T07:23:52+00:00
WKR-18506,Operator 525,A-12,C,packing,63,2,0.3,2026-05-22T04:21:52+00:00
WKR-18507,Operator 740,A-12,A,picking,95,4,0.4,2026-06-18T18:51:52+00:00
WKR-18508,Operator 556,JIS-07,A,picking,88,1,0.4,2026-07-12T13:57:52+00:00
WKR-18509,Operator 523,A-12,B,quality,46,1,0.2,2026-07-06T03:51:52+00:00
WKR-18510,Operator 088,A-12,B,packing,73,2,1.1,2026-06-29T12:59:52+00:00
WKR-18511,Operator 043,B-07,A,quality,52,0,0.2,2026-06-30T07:18:52+00:00
WKR-18512,Operator 665,JIS-07,C,replenishment,70,1,0.3,2026-05-29T10:33:52+00:00
WKR-18513,Operator 492,JIS-07,C,replenishment,73,0,1.2,2026-06-22T09:16:52+00:00
WKR-18514,Operator 018,A-12,C,quality,48,0,0.8,2026-06-29T00:28:52+00:00
WKR-18515,Operator 420,A-12,C,quality,74,4,0.6,2026-06-26T14:42:52+00:00
WKR-18516,Operator 364,A-12,A,picking,87,4,0.4,2026-07-01T08:15:52+00:00
WKR-18517,Operator 001,A-12,A,replenishment,71,4,0.3,2026-06-01T15:21:52+00:00
WKR-18518,Operator 671,JIS-07,B,packing,79,1,0.6,2026-06-16T21:19:52+00:00
WKR-18519,Operator 293,JIS-07,A,picking,94,4,0.2,2026-07-03T04:02:52+00:00
WKR-18520,Operator 246,A-12,A,quality,34,4,0.8,2026-06-11T18:46:52+00:00
WKR-18521,Operator 128,B-07,B,replenishment,69,3,0.4,2026-07-04T23:13:52+00:00
WKR-18522,Operator 462,JIS-07,B,replenishment,74,2,0.4,2026-07-17T05:25:52+00:00
WKR-18523,Operator 659,B-07,A,quality,59,3,0.8,2026-07-17T12:48:52+00:00
WKR-18524,Operator 357,Q-04,C,quality,44,2,0.9,2026-06-10T02:08:52+00:00
WKR-18525,Operator 435,A-12,B,replenishment,62,0,0,2026-07-12T11:12:52+00:00
WKR-18526,Operator 073,A-12,C,quality,47,0,0,2026-07-11T04:54:52+00:00
WKR-18527,Operator 724,JIS-07,B,replenishment,60,3,1.3,2026-05-28T15:03:52+00:00
WKR-18528,Operator 594,Q-04,A,packing,81,1,0.6,2026-06-26T09:11:52+00:00
WKR-18529,Operator 114,B-07,A,picking,92,1,0.5,2026-07-01T23:15:52+00:00
WKR-18530,Operator 237,B-07,B,replenishment,70,0,1.2,2026-07-06T17:47:52+00:00
WKR-18531,Operator 575,A-12,C,replenishment,63,4,0,2026-07-06T14:41:52+00:00
WKR-18532,Operator 045,A-12,A,quality,49,0,0.3,2026-06-25T19:19:52+00:00
WKR-18533,Operator 185,HZ-02,A,quality,37,3,0.4,2026-06-15T10:04:52+00:00
WKR-18534,Operator 191,A-12,C,picking,91,2,0.5,2026-06-20T21:29:52+00:00
WKR-18535,Operator 529,Q-04,B,picking,84,3,0.7,2026-06-30T02:52:52+00:00
WKR-18536,Operator 540,HZ-02,B,replenishment,69,0,0.4,2026-05-29T05:39:52+00:00
WKR-18537,Operator 467,HZ-02,A,packing,96,1,1.0,2026-06-10T06:38:52+00:00
WKR-18538,Operator 359,JIS-07,B,packing,59,4,0.5,2026-05-24T18:29:52+00:00
WKR-18539,Operator 080,HZ-02,A,packing,83,4,0.2,2026-05-25T16:20:52+00:00
WKR-18540,Operator 066,HZ-02,B,quality,62,2,0.2,2026-07-07T10:14:52+00:00
WKR-18541,Operator 409,B-07,B,replenishment,82,1,0.7,2026-06-20T06:09:52+00:00
WKR-18542,Operator 085,A-12,A,quality,59,0,0,2026-06-11T14:22:52+00:00
WKR-18543,Operator 115,JIS-07,C,picking,102,4,0.1,2026-06-07T14:35:52+00:00
WKR-18544,Operator 561,B-07,B,packing,90,1,0.7,2026-06-03T21:26:52+00:00
WKR-18545,Operator 276,HZ-02,B,picking,105,3,0.5,2026-06-14T19:04:52+00:00
WKR-18546,Operator 732,B-07,A,packing,70,4,0.2,2026-05-22T03:17:52+00:00
WKR-18547,Operator 327,HZ-02,A,packing,81,1,0.2,2026-06-27T12:53:52+00:00
WKR-18548,Operator 472,A-12,B,picking,95,3,0.7,2026-07-13T14:42:52+00:00
WKR-18549,Operator 576,JIS-07,B,replenishment,61,1,1.3,2026-05-30T14:19:52+00:00
WKR-18550,Operator 491,Q-04,A,picking,90,0,0.5,2026-06-22T12:30:52+00:00
WKR-18551,Operator 437,B-07,A,quality,62,2,1.2,2026-06-16T23:02:52+00:00
WKR-18552,Operator 180,JIS-07,C,quality,57,0,0.5,2026-07-03T01:07:52+00:00
WKR-18553,Operator 178,A-12,B,replenishment,67,1,0.4,2026-07-11T23:19:52+00:00
WKR-18554,Operator 600,JIS-07,B,packing,67,4,1.3,2026-07-05T05:41:52+00:00
WKR-18555,Operator 328,HZ-02,B,replenishment,67,3,1.3,2026-06-26T02:40:52+00:00
WKR-18556,Operator 019,B-07,A,replenishment,69,3,0.7,2026-07-14T00:42:52+00:00
WKR-18557,Operator 070,B-07,A,picking,82,3,0.8,2026-07-02T18:44:52+00:00
WKR-18558,Operator 121,HZ-02,A,replenishment,78,1,0.3,2026-06-02T06:35:52+00:00
WKR-18559,Operator 595,Q-04,C,packing,61,4,0.2,2026-05-26T04:37:52+00:00
WKR-18560,Operator 556,JIS-07,A,replenishment,70,3,0,2026-07-14T14:00:52+00:00
WKR-18561,Operator 430,Q-04,C,packing,82,2,0.7,2026-07-14T20:16:52+00:00
WKR-18562,Operator 019,B-07,A,quality,43,4,0.8,2026-06-08T06:24:52+00:00
WKR-18563,Operator 067,A-12,A,quality,63,0,0.9,2026-07-16T09:52:52+00:00
WKR-18564,Operator 546,A-12,A,quality,62,1,0,2026-06-29T00:09:52+00:00
WKR-18565,Operator 602,B-07,A,packing,87,0,0.5,2026-06-12T02:00:52+00:00
WKR-18566,Operator 552,JIS-07,C,picking,94,1,0.9,2026-05-22T19:41:52+00:00
WKR-18567,Operator 622,JIS-07,B,quality,57,4,0.0,2026-06-13T16:01:52+00:00
WKR-18568,Operator 789,Q-04,A,quality,68,3,0,2026-06-04T09:53:52+00:00
WKR-18569,Operator 842,HZ-02,B,replenishment,62,2,0.6,2026-05-24T05:40:52+00:00
WKR-18570,Operator 251,JIS-07,B,quality,42,2,0.6,2026-07-13T15:10:52+00:00
WKR-18571,Operator 425,JIS-07,B,picking,94,1,0,2026-06-29T21:17:52+00:00
WKR-18572,Operator 515,B-07,B,replenishment,56,2,0.1,2026-07-01T13:39:52+00:00
WKR-18573,Operator 806,B-07,A,quality,60,2,0.2,2026-07-15T23:01:52+00:00
WKR-18574,Operator 415,Q-04,B,packing,65,4,0.6,2026-05-30T00:01:52+00:00
WKR-18575,Operator 677,B-07,A,packing,85,1,0.9,2026-05-30T14:45:52+00:00
WKR-18576,Operator 742,HZ-02,B,packing,66,0,0.5,2026-06-22T10:53:52+00:00
WKR-18577,Operator 021,JIS-07,A,quality,50,4,0.3,2026-07-14T20:50:52+00:00
WKR-18578,Operator 751,Q-04,A,quality,40,3,0.4,2026-06-16T04:42:52+00:00
WKR-18579,Operator 115,HZ-02,B,packing,70,2,1.2,2026-07-16T20:08:52+00:00
WKR-18580,Operator 608,Q-04,A,replenishment,63,1,0.4,2026-06-02T10:21:52+00:00
WKR-18581,Operator 247,Q-04,B,quality,43,2,0.0,2026-07-13T10:27:52+00:00
WKR-18582,Operator 082,Q-04,B,picking,85,1,0.6,2026-07-07T15:55:52+00:00
WKR-18583,Operator 002,JIS-07,C,quality,45,2,0.1,2026-06-06T17:22:52+00:00
WKR-18584,Operator 030,JIS-07,B,replenishment,60,1,0.7,2026-07-17T19:17:52+00:00
WKR-18585,Operator 419,JIS-07,C,picking,77,4,0.4,2026-06-20T02:26:52+00:00
WKR-18586,Operator 061,B-07,A,replenishment,60,3,0.7,2026-05-21T16:38:52+00:00
WKR-18587,Operator 154,HZ-02,B,picking,85,1,0.8,2026-06-08T03:51:52+00:00
WKR-18588,Operator 003,Q-04,C,picking,85,1,1.2,2026-07-08T16:16:52+00:00
WKR-18589,Operator 797,HZ-02,B,quality,40,2,0,2026-07-19T22:44:52+00:00
WKR-18590,Operator 686,A-12,C,picking,81,2,1.0,2026-06-02T12:27:52+00:00
WKR-18591,Operator 187,B-07,B,picking,97,4,1.1,2026-07-07T14:06:52+00:00
WKR-18592,Operator 257,HZ-02,B,picking,83,0,0.3,2026-06-12T14:57:52+00:00
WKR-18593,Operator 157,A-12,B,packing,77,3,0,2026-06-29T02:31:52+00:00
WKR-18594,Operator 106,JIS-07,A,quality,48,1,1.0,2026-06-22T01:20:52+00:00
WKR-18595,Operator 248,B-07,A,packing,69,2,0.9,2026-07-04T07:37:52+00:00
WKR-18596,Operator 713,JIS-07,B,replenishment,53,2,0.1,2026-06-17T01:55:52+00:00
WKR-18597,Operator 314,HZ-02,A,picking,92,2,0.3,2026-05-27T06:33:52+00:00
WKR-18598,Operator 655,B-07,B,packing,77,2,0.9,2026-07-17T06:27:52+00:00
WKR-18599,Operator 139,B-07,C,quality,54,0,0.1,2026-06-07T04:04:52+00:00
WKR-18600,Operator 504,JIS-07,B,packing,76,4,1.1,2026-05-23T14:44:52+00:00
WKR-18601,Operator 475,HZ-02,A,packing,83,1,0.4,2026-06-29T07:17:52+00:00
WKR-18602,Operator 427,HZ-02,A,picking,94,3,0.3,2026-06-16T09:57:52+00:00
WKR-18603,Operator 092,JIS-07,B,replenishment,84,2,1.1,2026-05-27T20:33:52+00:00
WKR-18604,Operator 750,Q-04,B,replenishment,67,2,0.0,2026-06-10T14:35:52+00:00
WKR-18605,Operator 095,B-07,B,picking,108,3,0.6,2026-06-04T02:16:52+00:00
WKR-18606,Operator 540,JIS-07,B,replenishment,75,0,1.0,2026-06-16T13:06:52+00:00
WKR-18607,Operator 811,JIS-07,C,replenishment,55,0,0.8,2026-06-16T10:21:52+00:00
WKR-18608,Operator 404,B-07,C,quality,32,2,0.2,2026-07-08T14:41:52+00:00
WKR-18609,Operator 646,JIS-07,C,quality,42,1,0.9,2026-07-18T03:19:52+00:00
WKR-18610,Operator 632,Q-04,B,quality,51,1,0,2026-07-17T09:25:52+00:00
WKR-18611,Operator 112,JIS-07,A,quality,49,4,0.5,2026-07-03T12:30:52+00:00
WKR-18612,Operator 833,JIS-07,A,packing,67,1,0.9,2026-06-13T07:41:52+00:00
WKR-18613,Operator 019,Q-04,B,replenishment,63,1,0,2026-07-11T02:56:52+00:00
WKR-18614,Operator 840,HZ-02,C,packing,80,1,0.7,2026-06-17T16:36:52+00:00
WKR-18615,Operator 372,B-07,C,picking,109,4,0.4,2026-06-29T00:27:52+00:00
WKR-18616,Operator 346,HZ-02,B,replenishment,77,1,0.2,2026-07-04T13:07:52+00:00
WKR-18617,Operator 277,JIS-07,B,packing,64,4,0.4,2026-07-06T06:14:52+00:00
