id,supplier,sku,expected_qty,received_qty,expected_date,warehouse,quality_status
PO-001038,SUP-130,PO-2211-2641,571,741,2026-07-05,WH-02,pending
PO-001039,SUP-144,EL-3782-4578,717,854,2026-07-24,WH-02,accepted
PO-001040,SUP-113,IN-8615-1067,929,973,2026-08-04,WH-01,partial
PO-001041,SUP-137,PO-4618-1748,786,523,2026-07-09,WH-01,accepted
PO-001042,SUP-147,CH-4986-2084,295,615,2026-07-25,WH-01,partial
PO-001043,SUP-162,CH-2702-4513,643,698,2026-07-21,WH-02,accepted
PO-001044,SUP-182,EL-1861-733,302,970,2026-08-05,WH-02,pending
PO-001045,SUP-092,PO-8139-1312,192,59,2026-07-08,WH-01,accepted
PO-001046,SUP-136,PO-6375-3072,192,969,2026-07-28,WH-01,partial
PO-001047,SUP-123,CH-8086-3514,281,446,2026-07-30,WH-02,pending
PO-001048,SUP-163,CH-3489-273,934,228,2026-07-23,WH-01,accepted
PO-001049,SUP-174,EL-4741-4384,980,244,2026-07-12,WH-02,partial
PO-001050,SUP-095,CH-9567-3816,856,577,2026-07-27,WH-02,accepted
PO-001051,SUP-051,CH-9448-3745,705,722,2026-07-23,WH-02,partial
PO-001052,SUP-136,IN-2710-3554,658,197,2026-08-04,WH-01,accepted
PO-001053,SUP-148,IN-8059-4609,796,157,2026-07-09,WH-02,partial
PO-001054,SUP-041,FL-1722-4795,292,865,2026-07-19,WH-02,pending
PO-001055,SUP-072,IN-7859-390,603,491,2026-07-22,WH-02,pending
PO-001056,SUP-021,CH-7792-4423,247,342,2026-08-06,WH-02,pending
PO-001057,SUP-174,CH-3189-4744,992,867,2026-07-11,WH-02,pending
PO-001058,SUP-023,IN-1830-3484,615,274,2026-07-06,WH-02,accepted
PO-001059,SUP-162,IN-3435-2201,526,980,2026-07-27,WH-02,pending
PO-001060,SUP-144,PO-4501-607,910,791,2026-08-03,WH-01,pending
PO-001061,SUP-112,EL-7511-4135,949,770,2026-07-16,WH-02,accepted
PO-001062,SUP-141,CH-9170-3679,884,991,2026-07-31,WH-02,accepted
PO-001063,SUP-144,EL-5365-1481,89,685,2026-07-31,WH-02,partial
PO-001064,SUP-107,CH-6105-1976,395,312,2026-07-16,WH-01,partial
PO-001065,SUP-056,FL-5733-4749,64,395,2026-07-07,WH-01,accepted
PO-001066,SUP-081,EL-2273-4663,89,849,2026-07-28,WH-02,accepted
PO-001067,SUP-135,PO-6665-2960,821,629,2026-07-14,WH-01,pending
PO-001068,SUP-143,IN-8602-3212,206,168,2026-07-26,WH-02,pending
PO-001069,SUP-155,IN-5600-3944,453,203,2026-07-13,WH-01,pending
PO-001070,SUP-060,IN-8835-4236,119,646,2026-07-27,WH-01,accepted
PO-001071,SUP-014,FL-7363-4335,239,426,2026-07-11,WH-01,partial
PO-001072,SUP-155,PO-3957-677,438,179,2026-08-07,WH-02,accepted
PO-001073,SUP-101,PO-6163-1399,847,741,2026-08-03,WH-02,partial
PO-001074,SUP-122,PO-3214-1222,807,399,2026-07-26,WH-01,accepted
PO-001075,SUP-111,IN-3565-2104,197,559,2026-07-05,WH-02,accepted
PO-001076,SUP-106,CH-7080-2142,663,446,2026-07-20,WH-02,accepted
PO-001077,SUP-015,PO-7704-2677,730,679,2026-07-05,WH-01,accepted
PO-001078,SUP-042,EL-1894-3453,416,211,2026-07-09,WH-02,accepted
PO-001079,SUP-067,CH-5667-2031,164,980,2026-08-01,WH-01,pending
PO-001080,SUP-023,EL-1215-4798,333,235,2026-08-03,WH-02,partial
PO-001081,SUP-165,EL-1572-815,281,733,2026-07-17,WH-02,pending
PO-001082,SUP-042,EL-3619-1273,319,992,2026-07-05,WH-02,partial
PO-001083,SUP-129,CH-2350-586,437,938,2026-07-17,WH-02,partial
PO-001084,SUP-060,IN-6477-4477,841,471,2026-07-23,WH-01,partial
PO-001085,SUP-003,EL-4287-2141,121,447,2026-07-07,WH-01,accepted
PO-001086,SUP-180,EL-4472-3672,549,55,2026-07-26,WH-02,pending
PO-001087,SUP-036,EL-2834-1736,972,627,2026-07-09,WH-01,accepted
PO-001088,SUP-002,PO-2451-144,939,632,2026-07-14,WH-01,accepted
PO-001089,SUP-150,CH-2086-3050,263,291,2026-07-09,WH-01,partial
PO-001090,SUP-120,PO-2633-4198,244,974,2026-07-27,WH-01,partial
PO-001091,SUP-022,CH-9690-3608,463,665,2026-07-05,WH-01,pending
PO-001092,SUP-163,PO-7806-2481,105,241,2026-07-10,WH-01,pending
PO-001093,SUP-129,FL-3578-4369,136,925,2026-07-05,WH-01,accepted
PO-001094,SUP-096,EL-3240-297,863,53,2026-07-20,WH-02,partial
PO-001095,SUP-165,EL-3345-2694,228,252,2026-07-17,WH-01,accepted
PO-001096,SUP-074,EL-8504-610,238,513,2026-08-01,WH-01,partial
PO-001097,SUP-192,PO-9524-1000,220,50,2026-07-05,WH-01,pending
PO-001098,SUP-060,IN-5356-3922,248,163,2026-08-01,WH-01,pending
PO-001099,SUP-124,PO-1595-1632,214,362,2026-07-30,WH-02,accepted
PO-001100,SUP-114,EL-1191-2480,96,923,2026-07-29,WH-02,accepted
PO-001101,SUP-037,CH-6083-102,734,889,2026-07-29,WH-01,accepted
PO-001102,SUP-171,FL-6230-4516,69,392,2026-08-07,WH-02,accepted
PO-001103,SUP-097,CH-8022-937,652,471,2026-07-24,WH-01,accepted
PO-001104,SUP-060,FL-9308-1590,790,545,2026-07-07,WH-02,accepted
PO-001105,SUP-080,CH-5751-4215,712,485,2026-07-17,WH-01,partial
PO-001106,SUP-066,CH-6120-1864,443,914,2026-07-22,WH-02,accepted
PO-001107,SUP-114,PO-9170-3828,426,780,2026-07-23,WH-02,partial
PO-001108,SUP-015,FL-9246-2886,648,744,2026-08-02,WH-02,pending
PO-001109,SUP-125,FL-9233-2478,726,651,2026-07-29,WH-01,partial
PO-001110,SUP-120,IN-3812-1242,59,707,2026-07-27,WH-02,pending
PO-001111,SUP-083,IN-8118-1655,244,40,2026-08-05,WH-02,pending
PO-001112,SUP-101,PO-7962-4661,602,241,2026-07-29,WH-01,accepted
PO-001113,SUP-147,PO-7154-1354,951,580,2026-08-03,WH-01,partial
PO-001114,SUP-062,CH-4038-772,818,243,2026-07-08,WH-01,pending
PO-001115,SUP-185,FL-7160-456,321,385,2026-07-06,WH-02,accepted
PO-001116,SUP-132,CH-1262-1427,139,756,2026-07-17,WH-02,accepted
PO-001117,SUP-178,CH-5955-4199,614,713,2026-07-06,WH-01,accepted
PO-001118,SUP-044,EL-9702-2555,125,148,2026-07-21,WH-02,accepted
PO-001119,SUP-005,IN-5048-168,295,167,2026-07-29,WH-01,partial
PO-001120,SUP-148,CH-8138-568,581,403,2026-08-04,WH-02,partial
PO-001121,SUP-180,EL-4419-3403,548,224,2026-07-10,WH-02,accepted
PO-001122,SUP-078,CH-9356-3412,303,329,2026-08-01,WH-01,accepted
PO-001123,SUP-114,EL-6713-1142,398,605,2026-07-31,WH-02,accepted
PO-001124,SUP-035,CH-6662-2971,975,769,2026-07-05,WH-02,accepted
PO-001125,SUP-017,EL-5062-1024,541,395,2026-07-18,WH-02,partial
PO-001126,SUP-066,IN-5030-2605,336,111,2026-08-02,WH-01,accepted
PO-001127,SUP-127,EL-2954-1334,204,391,2026-07-26,WH-01,accepted
PO-001128,SUP-126,FL-3654-2100,387,581,2026-08-01,WH-01,accepted
PO-001129,SUP-200,PO-3021-1039,311,775,2026-07-13,WH-02,accepted
PO-001130,SUP-099,FL-2128-3843,706,307,2026-07-31,WH-02,accepted
PO-001131,SUP-053,IN-5463-2616,338,980,2026-07-29,WH-02,accepted
PO-001132,SUP-105,EL-4393-303,971,573,2026-07-17,WH-01,accepted
PO-001133,SUP-119,PO-6331-2945,695,451,2026-07-27,WH-02,partial
PO-001134,SUP-179,FL-8930-4774,687,139,2026-07-09,WH-01,pending
PO-001135,SUP-122,IN-5880-551,827,366,2026-07-18,WH-02,pending
PO-001136,SUP-192,CH-7529-4412,777,784,2026-07-30,WH-01,accepted
PO-001137,SUP-193,EL-3860-4657,930,114,2026-07-12,WH-01,pending
PO-001138,SUP-080,IN-5343-573,888,304,2026-08-03,WH-02,partial
PO-001139,SUP-059,IN-8683-4407,177,79,2026-08-04,WH-01,accepted
PO-001140,SUP-062,CH-4344-1231,656,38,2026-07-13,WH-02,partial
PO-001141,SUP-175,EL-2525-2706,531,305,2026-07-14,WH-01,accepted
PO-001142,SUP-150,IN-8743-405,926,566,2026-08-07,WH-02,pending
PO-001143,SUP-097,IN-5278-4833,631,166,2026-07-31,WH-02,accepted
PO-001144,SUP-074,EL-3338-3766,555,36,2026-07-05,WH-02,partial
PO-001145,SUP-163,EL-3298-2039,894,395,2026-07-18,WH-01,accepted
PO-001146,SUP-049,EL-9546-4951,621,425,2026-07-24,WH-01,accepted
PO-001147,SUP-058,PO-5971-2259,944,178,2026-07-08,WH-02,partial
PO-001148,SUP-078,EL-7623-3179,896,658,2026-07-07,WH-01,partial
PO-001149,SUP-185,CH-7999-2632,835,273,2026-07-26,WH-02,pending
PO-001150,SUP-040,IN-7487-1218,247,371,2026-08-05,WH-02,pending
PO-001151,SUP-153,FL-7637-4743,974,53,2026-07-04,WH-02,pending
PO-001152,SUP-188,FL-9628-4233,316,274,2026-08-04,WH-02,partial
PO-001153,SUP-097,FL-2472-1692,847,909,2026-07-30,WH-02,accepted
PO-001154,SUP-047,EL-2734-4406,144,491,2026-07-29,WH-02,pending
PO-001155,SUP-015,FL-5391-693,734,256,2026-08-06,WH-02,accepted
PO-001156,SUP-189,CH-3049-3099,580,212,2026-08-07,WH-02,accepted
PO-001157,SUP-012,IN-5449-3207,718,124,2026-07-15,WH-01,accepted
PO-001158,SUP-181,IN-9922-4765,705,654,2026-07-19,WH-02,partial
PO-001159,SUP-192,PO-2060-1350,289,861,2026-08-06,WH-02,pending
PO-001160,SUP-170,PO-3281-1602,523,660,2026-07-25,WH-01,pending
PO-001161,SUP-186,CH-7353-244,588,417,2026-08-01,WH-01,accepted
PO-001162,SUP-030,CH-9718-2015,815,781,2026-07-05,WH-01,partial
PO-001163,SUP-191,EL-9225-1070,524,428,2026-08-01,WH-01,partial
PO-001164,SUP-183,PO-1307-1264,402,209,2026-07-19,WH-01,pending
PO-001165,SUP-058,IN-4400-3949,414,561,2026-07-12,WH-01,accepted
PO-001166,SUP-134,FL-4390-3995,169,819,2026-07-27,WH-02,pending
PO-001167,SUP-099,IN-7312-1357,759,339,2026-07-10,WH-02,accepted
PO-001168,SUP-161,IN-7470-2765,293,96,2026-07-04,WH-02,pending
PO-001169,SUP-115,PO-6757-4778,956,588,2026-07-11,WH-02,pending
PO-001170,SUP-042,EL-3839-205,385,338,2026-07-27,WH-01,accepted
PO-001171,SUP-121,CH-8756-3330,901,670,2026-08-05,WH-01,accepted
PO-001172,SUP-138,EL-5829-910,351,641,2026-07-10,WH-01,accepted
PO-001173,SUP-015,CH-8944-2683,876,734,2026-08-06,WH-02,pending
PO-001174,SUP-127,EL-2513-3602,960,471,2026-07-24,WH-01,partial
PO-001175,SUP-012,PO-9656-933,254,201,2026-07-16,WH-01,pending
PO-001176,SUP-187,IN-5085-1258,281,90,2026-07-21,WH-01,accepted
PO-001177,SUP-191,CH-7104-3286,725,329,2026-08-07,WH-02,accepted
PO-001178,SUP-177,CH-1983-1669,276,443,2026-07-14,WH-01,partial
PO-001179,SUP-139,FL-3767-1544,512,430,2026-07-16,WH-02,pending
PO-001180,SUP-165,FL-6116-3430,217,589,2026-08-02,WH-01,accepted
PO-001181,SUP-168,IN-7978-3874,572,614,2026-07-07,WH-01,pending
PO-001182,SUP-055,FL-2472-1692,248,585,2026-08-05,WH-01,pending
PO-001183,SUP-164,CH-1104-396,543,901,2026-07-16,WH-02,accepted
PO-001184,SUP-182,EL-4817-434,998,414,2026-07-10,WH-01,pending
PO-001185,SUP-115,PO-2381-2469,722,828,2026-08-01,WH-01,pending
PO-001186,SUP-080,IN-8659-512,989,55,2026-07-28,WH-02,pending
PO-001187,SUP-133,IN-4574-2072,637,748,2026-07-25,WH-02,accepted
PO-001188,SUP-071,IN-9850-3562,451,309,2026-07-17,WH-02,accepted
PO-001189,SUP-126,EL-6259-4453,719,545,2026-07-28,WH-01,accepted
PO-001190,SUP-119,CH-8689-3105,803,833,2026-08-06,WH-01,partial
PO-001191,SUP-178,CH-2157-612,647,171,2026-07-10,WH-02,pending
PO-001192,SUP-083,PO-5444-2022,341,88,2026-07-27,WH-02,accepted
PO-001193,SUP-056,CH-5786-1417,93,147,2026-07-27,WH-01,accepted
PO-001194,SUP-052,PO-8472-2727,862,872,2026-08-05,WH-02,pending
PO-001195,SUP-077,FL-2658-4810,915,132,2026-07-26,WH-02,accepted
PO-001196,SUP-089,FL-6246-1918,390,74,2026-08-02,WH-01,accepted
PO-001197,SUP-073,CH-2160-3226,571,175,2026-07-29,WH-01,accepted
PO-001198,SUP-120,PO-7940-499,812,869,2026-07-04,WH-02,accepted
PO-001199,SUP-013,EL-7808-2672,485,680,2026-08-06,WH-01,accepted
PO-001200,SUP-041,CH-8188-4644,289,360,2026-07-11,WH-02,pending
PO-001201,SUP-187,IN-7720-2786,711,120,2026-07-14,WH-02,partial
PO-001202,SUP-151,EL-8615-1657,577,155,2026-07-22,WH-01,pending
PO-001203,SUP-037,PO-6334-3526,916,123,2026-07-15,WH-01,accepted
PO-001204,SUP-017,FL-6441-2449,810,583,2026-07-06,WH-02,partial
PO-001205,SUP-091,CH-7345-4895,648,551,2026-08-05,WH-01,accepted
PO-001206,SUP-180,EL-5342-360,200,549,2026-07-11,WH-01,pending
PO-001207,SUP-145,PO-4276-2118,549,988,2026-07-31,WH-02,partial
PO-001208,SUP-059,PO-2857-3825,121,827,2026-07-27,WH-02,accepted
PO-001209,SUP-097,FL-3446-4964,836,351,2026-07-16,WH-02,pending
PO-001210,SUP-126,PO-8647-4853,944,977,2026-07-21,WH-02,accepted
PO-001211,SUP-069,EL-3598-4449,91,251,2026-07-24,WH-01,accepted
PO-001212,SUP-172,EL-9341-3968,132,708,2026-07-30,WH-01,pending
PO-001213,SUP-084,PO-4712-2744,784,499,2026-07-25,WH-02,pending
PO-001214,SUP-079,EL-1487-585,526,951,2026-07-24,WH-01,partial
PO-001215,SUP-104,CH-6577-932,647,709,2026-07-24,WH-02,partial
PO-001216,SUP-139,CH-5528-4488,345,827,2026-07-21,WH-01,accepted
PO-001217,SUP-133,FL-5108-3013,149,653,2026-07-11,WH-01,accepted
PO-001218,SUP-001,EL-9499-1835,623,182,2026-07-24,WH-01,pending
PO-001219,SUP-119,PO-6235-1922,790,135,2026-07-16,WH-02,pending
PO-001220,SUP-018,IN-9476-2783,226,201,2026-07-04,WH-01,pending
PO-001221,SUP-051,IN-8448-2871,343,87,2026-08-03,WH-02,accepted
PO-001222,SUP-008,FL-6496-438,107,856,2026-07-22,WH-01,pending
PO-001223,SUP-054,IN-9549-2471,60,353,2026-07-19,WH-02,accepted
PO-001224,SUP-114,IN-6294-2931,941,334,2026-07-27,WH-02,accepted
PO-001225,SUP-071,IN-3721-3662,215,808,2026-07-27,WH-01,accepted
PO-001226,SUP-002,IN-3031-980,371,981,2026-07-22,WH-01,partial
PO-001227,SUP-042,IN-7978-3874,282,539,2026-08-04,WH-01,partial
PO-001228,SUP-052,FL-9805-697,664,1000,2026-07-29,WH-01,accepted
PO-001229,SUP-016,EL-5922-4049,355,328,2026-08-05,WH-01,accepted
PO-001230,SUP-168,PO-3677-3842,471,542,2026-07-16,WH-02,partial
PO-001231,SUP-097,CH-8123-4486,590,958,2026-07-14,WH-01,accepted
PO-001232,SUP-052,EL-5559-494,272,159,2026-07-20,WH-02,partial
PO-001233,SUP-113,IN-1899-1332,688,544,2026-07-08,WH-02,partial
PO-001234,SUP-157,FL-9003-742,618,649,2026-07-21,WH-01,pending
PO-001235,SUP-053,IN-4514-1711,824,339,2026-07-06,WH-02,partial
PO-001236,SUP-108,EL-7788-4926,776,330,2026-07-27,WH-01,accepted
PO-001237,SUP-193,CH-3497-2342,790,470,2026-07-07,WH-01,pending
PO-001238,SUP-024,FL-9452-3939,602,282,2026-07-07,WH-01,accepted
PO-001239,SUP-098,IN-7391-787,682,765,2026-07-08,WH-01,pending
PO-001240,SUP-072,CH-3648-2785,789,568,2026-07-15,WH-01,accepted
PO-001241,SUP-051,CH-9736-2664,686,503,2026-08-03,WH-02,pending
PO-001242,SUP-007,IN-1150-4758,728,397,2026-07-06,WH-01,accepted
PO-001243,SUP-066,PO-8608-2898,589,790,2026-07-09,WH-01,pending
PO-001244,SUP-097,FL-5619-2803,82,303,2026-07-25,WH-02,accepted
PO-001245,SUP-094,CH-4535-1992,159,394,2026-08-05,WH-01,accepted
PO-001246,SUP-042,PO-3610-267,469,809,2026-07-23,WH-02,accepted
PO-001247,SUP-107,PO-2018-4253,182,148,2026-08-07,WH-02,partial
PO-001248,SUP-189,IN-5387-850,411,384,2026-07-20,WH-02,pending
PO-001249,SUP-199,EL-6654-4767,537,831,2026-07-06,WH-01,accepted
PO-001250,SUP-181,FL-5856-3772,78,155,2026-07-09,WH-02,accepted
PO-001251,SUP-111,FL-6098-601,709,945,2026-07-08,WH-02,pending
PO-001252,SUP-166,FL-6575-4372,651,302,2026-07-05,WH-01,accepted
PO-001253,SUP-001,IN-6487-107,378,139,2026-07-23,WH-02,partial
PO-001254,SUP-012,IN-1399-2459,423,222,2026-07-13,WH-02,accepted
PO-001255,SUP-194,FL-3985-3579,553,684,2026-07-08,WH-01,accepted
PO-001256,SUP-155,CH-6641-2296,870,589,2026-07-30,WH-02,pending
PO-001257,SUP-110,FL-9875-443,224,636,2026-07-26,WH-02,pending
PO-001258,SUP-007,EL-5042-1393,499,671,2026-07-11,WH-02,pending
PO-001259,SUP-150,IN-3170-2240,563,252,2026-07-09,WH-01,pending
PO-001260,SUP-036,IN-5582-4738,885,876,2026-07-14,WH-02,accepted
PO-001261,SUP-162,CH-3515-685,647,352,2026-07-21,WH-02,accepted
PO-001262,SUP-120,PO-8906-3532,939,398,2026-07-09,WH-01,accepted
PO-001263,SUP-132,EL-4298-3596,433,656,2026-08-06,WH-02,partial
PO-001264,SUP-147,PO-4958-997,67,813,2026-07-31,WH-02,partial
PO-001265,SUP-172,CH-7176-454,843,232,2026-08-02,WH-02,partial
PO-001266,SUP-112,EL-4091-3045,115,370,2026-07-14,WH-02,accepted
PO-001267,SUP-187,IN-3513-2865,682,191,2026-07-04,WH-02,accepted
PO-001268,SUP-147,FL-1142-084,272,119,2026-07-24,WH-01,accepted
PO-001269,SUP-185,EL-1487-585,970,778,2026-07-19,WH-02,partial
PO-001270,SUP-073,CH-5318-712,207,714,2026-07-26,WH-02,partial
PO-001271,SUP-066,PO-6326-2875,431,704,2026-07-09,WH-02,accepted
PO-001272,SUP-160,FL-7577-4333,339,606,2026-07-05,WH-01,accepted
PO-001273,SUP-002,PO-2808-3736,745,394,2026-07-07,WH-01,accepted
PO-001274,SUP-048,IN-9287-3715,102,938,2026-07-21,WH-02,partial
PO-001275,SUP-002,PO-8814-2461,728,394,2026-08-04,WH-02,partial
PO-001276,SUP-176,PO-6032-2529,102,307,2026-07-29,WH-01,pending
PO-001277,SUP-043,PO-7173-225,334,697,2026-08-06,WH-02,accepted
PO-001278,SUP-113,CH-3087-3107,851,877,2026-08-03,WH-01,partial
PO-001279,SUP-144,EL-4358-3394,758,611,2026-08-07,WH-01,accepted
PO-001280,SUP-046,FL-8254-1404,876,305,2026-07-25,WH-01,partial
PO-001281,SUP-074,PO-9673-2720,239,890,2026-07-05,WH-02,accepted
PO-001282,SUP-069,PO-3881-1203,158,171,2026-07-09,WH-02,pending
PO-001283,SUP-045,PO-1255-436,305,592,2026-07-12,WH-01,partial
PO-001284,SUP-064,CH-5528-4488,833,71,2026-08-05,WH-01,partial
PO-001285,SUP-002,EL-5700-419,676,312,2026-08-05,WH-02,partial
PO-001286,SUP-071,IN-7290-1261,168,47,2026-07-24,WH-02,partial
PO-001287,SUP-065,PO-2580-2269,117,838,2026-08-05,WH-02,accepted
PO-001288,SUP-150,PO-3381-3948,338,500,2026-08-05,WH-02,pending
PO-001289,SUP-059,IN-8814-3468,71,423,2026-07-20,WH-02,accepted
PO-001290,SUP-047,IN-1645-2569,871,573,2026-08-01,WH-02,accepted
PO-001291,SUP-090,CH-9829-4974,397,254,2026-07-29,WH-02,accepted
PO-001292,SUP-166,CH-7092-2181,523,778,2026-07-22,WH-02,pending
PO-001293,SUP-171,IN-2123-4733,483,862,2026-07-21,WH-02,accepted
PO-001294,SUP-082,PO-7531-1038,769,170,2026-07-22,WH-02,partial
PO-001295,SUP-106,CH-5945-3040,784,430,2026-07-25,WH-01,partial
PO-001296,SUP-172,IN-1764-3852,293,807,2026-07-31,WH-02,partial
PO-001297,SUP-110,PO-3288-1514,124,830,2026-07-30,WH-01,partial
PO-001298,SUP-082,CH-7257-3933,303,574,2026-07-17,WH-01,accepted
PO-001299,SUP-058,CH-7311-1801,493,545,2026-07-17,WH-01,accepted
PO-001300,SUP-067,EL-3141-1753,468,678,2026-07-08,WH-02,accepted
PO-001301,SUP-001,PO-2370-4155,910,343,2026-07-04,WH-01,accepted
PO-001302,SUP-181,FL-9356-4524,337,388,2026-07-09,WH-01,accepted
PO-001303,SUP-123,IN-3325-2148,649,283,2026-08-04,WH-02,accepted
PO-001304,SUP-078,FL-9841-3042,552,415,2026-08-07,WH-01,pending
PO-001305,SUP-120,CH-4361-3589,288,951,2026-07-23,WH-01,partial
PO-001306,SUP-066,EL-7886-2421,270,900,2026-07-09,WH-02,accepted
PO-001307,SUP-021,FL-3423-4678,198,926,2026-07-17,WH-02,partial
PO-001308,SUP-114,IN-8575-1564,611,885,2026-07-20,WH-02,accepted
PO-001309,SUP-018,CH-5197-4985,133,777,2026-07-12,WH-02,accepted
PO-001310,SUP-018,FL-8031-3960,328,590,2026-07-22,WH-02,accepted
PO-001311,SUP-143,EL-6314-2680,159,662,2026-07-16,WH-02,accepted
PO-001312,SUP-096,PO-8745-4763,995,235,2026-07-16,WH-01,accepted
PO-001313,SUP-128,EL-9817-1658,202,639,2026-08-07,WH-01,accepted
PO-001314,SUP-121,CH-3534-3819,312,445,2026-07-11,WH-01,accepted
PO-001315,SUP-072,CH-3349-3478,582,390,2026-08-02,WH-01,partial
PO-001316,SUP-019,FL-4525-2164,872,529,2026-07-21,WH-01,accepted
PO-001317,SUP-051,CH-9983-2915,652,991,2026-08-06,WH-01,accepted
PO-001318,SUP-128,FL-9740-2881,836,356,2026-07-31,WH-02,accepted
PO-001319,SUP-098,PO-1384-3353,201,840,2026-07-16,WH-01,accepted
PO-001320,SUP-134,EL-3920-4503,488,420,2026-07-21,WH-02,accepted
PO-001321,SUP-196,FL-4956-1023,960,561,2026-07-20,WH-01,accepted
PO-001322,SUP-009,EL-8134-2095,398,581,2026-07-30,WH-02,pending
PO-001323,SUP-130,EL-1404-3606,134,689,2026-07-19,WH-01,accepted
PO-001324,SUP-009,CH-2414-788,310,370,2026-07-28,WH-01,accepted
PO-001325,SUP-065,EL-6606-1214,199,875,2026-07-20,WH-02,pending
PO-001326,SUP-027,EL-9514-611,528,350,2026-07-18,WH-01,partial
PO-001327,SUP-153,PO-3957-677,439,361,2026-07-18,WH-02,accepted
PO-001328,SUP-155,EL-4822-552,944,119,2026-07-29,WH-02,pending
PO-001329,SUP-157,PO-3658-4642,713,407,2026-08-05,WH-01,accepted
PO-001330,SUP-035,EL-8418-1309,924,447,2026-07-30,WH-02,accepted
PO-001331,SUP-103,FL-1477-2795,382,380,2026-07-08,WH-01,pending
PO-001332,SUP-040,EL-7288-1093,871,59,2026-07-10,WH-02,partial
PO-001333,SUP-019,PO-2953-455,707,903,2026-07-12,WH-01,pending
PO-001334,SUP-034,CH-1335-3838,270,655,2026-07-29,WH-02,accepted
PO-001335,SUP-066,EL-5011-4484,500,591,2026-07-06,WH-01,accepted
PO-001336,SUP-044,EL-4423-2904,771,913,2026-08-07,WH-01,accepted
PO-001337,SUP-012,IN-2516-3872,555,290,2026-08-07,WH-01,partial
PO-001338,SUP-106,IN-6587-1972,861,984,2026-08-03,WH-01,partial
PO-001339,SUP-099,EL-6980-3524,498,526,2026-07-11,WH-02,partial
PO-001340,SUP-155,FL-4571-2070,841,37,2026-08-01,WH-01,accepted
PO-001341,SUP-084,IN-7395-652,699,202,2026-07-27,WH-02,accepted
PO-001342,SUP-009,EL-6763-3349,462,203,2026-07-07,WH-01,accepted
PO-001343,SUP-199,FL-5152-4185,932,410,2026-07-20,WH-02,partial
PO-001344,SUP-152,FL-5024-3917,914,36,2026-07-25,WH-02,partial
PO-001345,SUP-050,PO-3406-1322,322,241,2026-07-04,WH-01,pending
PO-001346,SUP-185,FL-1542-4626,463,840,2026-08-03,WH-01,pending
PO-001347,SUP-052,IN-5573-906,88,193,2026-07-25,WH-02,accepted
PO-001348,SUP-090,FL-4137-2094,940,330,2026-07-12,WH-02,accepted
PO-001349,SUP-132,FL-8612-4894,545,722,2026-08-02,WH-02,accepted
PO-001350,SUP-197,IN-6886-3236,784,900,2026-07-14,WH-02,accepted
PO-001351,SUP-141,EL-7589-728,565,329,2026-08-06,WH-01,accepted
PO-001352,SUP-200,CH-4002-3161,403,119,2026-08-05,WH-01,partial
PO-001353,SUP-117,CH-4981-4103,330,115,2026-07-22,WH-01,accepted
PO-001354,SUP-005,FL-7153-3563,441,888,2026-07-29,WH-01,pending
PO-001355,SUP-016,EL-9290-813,792,647,2026-07-07,WH-01,accepted
PO-001356,SUP-040,FL-3446-4964,341,822,2026-08-02,WH-01,accepted
PO-001357,SUP-167,PO-8719-4390,304,410,2026-08-01,WH-02,pending
PO-001358,SUP-176,CH-9605-541,484,898,2026-07-25,WH-02,accepted
PO-001359,SUP-107,EL-7125-3683,675,665,2026-07-09,WH-01,partial
PO-001360,SUP-034,EL-6449-2626,365,283,2026-07-09,WH-02,partial
PO-001361,SUP-176,IN-8239-1206,393,801,2026-07-28,WH-02,partial
PO-001362,SUP-057,PO-6160-963,736,426,2026-07-17,WH-01,pending
PO-001363,SUP-100,FL-7328-1855,562,326,2026-07-29,WH-02,pending
PO-001364,SUP-069,EL-2610-2454,642,369,2026-07-07,WH-02,partial
PO-001365,SUP-095,CH-1709-4742,967,128,2026-07-26,WH-01,partial
PO-001366,SUP-071,PO-5349-055,804,82,2026-07-12,WH-01,accepted
PO-001367,SUP-126,IN-8912-4844,844,74,2026-07-15,WH-02,pending
PO-001368,SUP-100,CH-2264-792,104,954,2026-07-16,WH-01,accepted
PO-001369,SUP-103,PO-2186-1129,181,398,2026-08-04,WH-01,accepted
PO-001370,SUP-064,FL-6687-2760,713,936,2026-07-06,WH-01,partial
PO-001371,SUP-200,PO-8505-4507,567,184,2026-07-24,WH-01,accepted
PO-001372,SUP-007,PO-3816-2969,662,642,2026-07-15,WH-02,partial
PO-001373,SUP-096,EL-5691-256,791,286,2026-07-05,WH-02,pending
PO-001374,SUP-008,CH-9236-2268,291,681,2026-08-05,WH-02,pending
PO-001375,SUP-163,PO-2232-1368,603,331,2026-07-18,WH-02,partial
PO-001376,SUP-044,EL-4918-2409,494,706,2026-07-04,WH-01,pending
PO-001377,SUP-004,IN-8676-1066,657,907,2026-07-13,WH-01,pending
PO-001378,SUP-136,CH-3534-3819,768,693,2026-07-29,WH-02,accepted
PO-001379,SUP-161,FL-8298-2763,983,152,2026-07-07,WH-01,pending
PO-001380,SUP-066,PO-8224-1984,826,783,2026-07-13,WH-01,accepted
PO-001381,SUP-096,CH-4602-1277,965,250,2026-07-16,WH-01,pending
PO-001382,SUP-057,IN-1597-1867,656,605,2026-07-21,WH-02,partial
PO-001383,SUP-091,PO-6058-4110,964,923,2026-07-24,WH-01,pending
