id,description,family,weight_kg,wms_weight_kg,erp_weight_kg,fitment_wms,fitment_erp,storage_class,hazmat,supplier,bin,bin_active,reorder_point,safety_stock
FL-7146-3901,Washer concentrate Gen 2,Fluids,24.5,24.5,24.5,RH,RH,hazmat,True,SUP-163,HZ-02-09,True,87,31
FL-4744-3902,Sealant cartridge Gen 2,Fluids,21.3,21.3,21.3,RH,RH,hazmat,True,SUP-188,HZ-02-11,True,123,88
FL-2930-3903,Coolant additive LH,Fluids,20.12,20.12,20.12,RH,RH,ambient,False,SUP-035,B-07-05,True,73,52
EL-4753-3904,Camera harness Gen 2,Electronics,23.84,23.84,23.84,RH,RH,ambient,False,SUP-095,A-12-08,True,108,77
EL-1733-3905,ECU control module LH,Electronics,6.79,6.79,6.79,LH,LH,ambient,False,SUP-128,A-12-04,True,159,61
CH-2881-3906,Control arm Premium,Chassis,3.11,3.11,3.11,RH,RH,ambient,False,SUP-157,B-07-15,True,115,80
PO-5418-3907,Gear selector RH,Powertrain,19.42,19.42,19.42,RH,RH,ambient,False,SUP-032,JIS-07-12,True,128,29
IN-5042-3908,Seat rail Premium,Interior,9.23,9.23,9.23,LH,LH,ambient,False,SUP-191,A-12-05,True,85,68
EL-2054-3909,Camera harness RH,Electronics,6.51,6.51,6.51,RH,RH,ambient,False,SUP-077,Q-04-06,True,123,35
IN-7994-3910,Seat rail LH,Interior,13.36,13.36,13.36,LH,LH,ambient,False,SUP-060,JIS-07-11,True,207,27
IN-4612-3911,Console module RH,Interior,23.9,23.9,23.9,RH,RH,ambient,False,SUP-086,Q-04-18,True,169,73
CH-9940-3912,Control arm Premium,Chassis,16.85,16.85,16.85,RH,RH,ambient,False,SUP-143,HZ-02-04,True,194,62
IN-9156-3913,Wiring harness assembly Gen 2,Interior,20.95,20.95,20.95,LH,LH,ambient,False,SUP-128,Q-04-06,True,85,40
IN-4264-3914,Wiring harness assembly Gen 2,Interior,16.04,16.04,16.04,RH,RH,ambient,False,SUP-041,A-12-02,True,101,50
PO-5933-3915,Clutch actuator Gen 2,Powertrain,14.9,14.9,14.9,LH,LH,ambient,False,SUP-136,HZ-02-02,True,112,81
PO-4600-3916,Fuel rail RH,Powertrain,23.09,23.09,23.09,LH,LH,ambient,False,SUP-002,HZ-02-03,True,122,33
IN-3560-3917,Seat rail RH,Interior,15.75,15.75,15.75,LH,LH,ambient,False,SUP-060,JIS-07-01,True,144,87
CH-9290-3918,Brake line manifold Gen 2,Chassis,21.33,21.33,21.33,RH,RH,ambient,False,SUP-076,A-12-16,True,212,88
FL-3247-3919,Sealant cartridge Premium,Fluids,11.71,11.71,11.71,RH,RH,ambient,False,SUP-114,Q-04-17,True,120,36
EL-1065-3920,Power distribution unit Premium,Electronics,2.14,2.14,2.14,RH,RH,ambient,False,SUP-027,JIS-07-02,True,151,43
EL-5352-3921,Radar sensor LH,Electronics,13.71,13.71,13.71,LH,LH,ambient,False,SUP-010,B-07-04,True,171,25
PO-1610-3922,Clutch actuator Premium,Powertrain,3.72,3.72,3.72,RH,RH,ambient,False,SUP-013,A-12-09,True,178,42
IN-1263-3923,Wiring harness assembly Gen 2,Interior,14.45,14.45,14.45,LH,LH,ambient,False,SUP-010,Q-04-05,True,117,31
PO-9940-3924,Torque converter Premium,Powertrain,15.12,15.12,15.12,RH,RH,ambient,False,SUP-110,A-12-11,True,78,68
PO-9620-3925,Fuel rail RH,Powertrain,18.51,18.51,18.51,LH,LH,ambient,False,SUP-144,B-07-18,True,214,77
IN-5533-3926,Wiring harness assembly LH,Interior,18.33,18.33,18.33,LH,LH,ambient,False,SUP-179,HZ-02-04,True,185,69
CH-4089-3927,Brake line manifold Premium,Chassis,18.29,18.29,18.29,RH,RH,ambient,False,SUP-083,JIS-07-11,True,135,62
CH-3481-3928,Wheel carrier RH,Chassis,14.12,14.12,14.12,RH,RH,ambient,False,SUP-015,HZ-02-02,True,118,27
PO-8676-3929,Torque converter RH,Powertrain,18.4,18.4,18.4,RH,RH,ambient,False,SUP-160,Q-04-13,True,166,36
PO-6244-3930,Fuel rail Premium,Powertrain,20.94,20.94,20.94,RH,RH,ambient,False,SUP-146,HZ-02-04,True,122,51
EL-1889-3931,Radar sensor Gen 2,Electronics,1.9,1.9,1.9,RH,RH,ambient,False,SUP-174,B-07-17,True,86,27
CH-9861-3932,Wheel carrier Premium,Chassis,16.24,16.24,16.24,LH,LH,ambient,False,SUP-199,JIS-07-07,True,175,34
IN-7652-3933,Console module RH,Interior,18.87,18.87,18.87,RH,RH,ambient,False,SUP-019,HZ-02-07,True,212,48
EL-6342-3934,Power distribution unit RH,Electronics,17.42,17.42,17.42,LH,LH,ambient,False,SUP-018,HZ-02-15,True,77,41
EL-1328-3935,Radar sensor LH,Electronics,13.26,13.26,13.26,RH,RH,ambient,False,SUP-114,JIS-07-13,True,190,40
PO-8993-3936,Gear selector LH,Powertrain,5.74,5.74,5.74,LH,LH,ambient,False,SUP-119,B-07-06,True,198,69
PO-5940-3937,Torque converter RH,Powertrain,4.72,4.72,4.72,RH,RH,ambient,False,SUP-157,HZ-02-15,True,103,74
IN-7162-3938,Door trim panel Premium,Interior,19.12,19.12,19.12,LH,LH,ambient,False,SUP-042,Q-04-06,True,112,79
PO-9413-3939,Gear selector RH,Powertrain,7.24,7.24,7.24,RH,RH,ambient,False,SUP-002,B-07-04,True,125,84
IN-4921-3940,Console module LH,Interior,23.14,23.14,23.14,LH,LH,ambient,False,SUP-134,A-12-07,True,87,59
FL-7291-3941,Sealant cartridge Gen 2,Fluids,0.97,0.97,0.97,RH,RH,ambient,False,SUP-122,B-07-05,True,118,68
CH-7772-3942,Control arm LH,Chassis,13.65,13.65,13.65,RH,RH,ambient,False,SUP-022,Q-04-13,True,130,84
PO-8385-3943,Gear selector Gen 2,Powertrain,16.61,16.61,16.61,RH,RH,ambient,False,SUP-030,Q-04-16,True,114,89
FL-1933-3944,Coolant additive RH,Fluids,23.64,23.64,23.64,LH,LH,ambient,False,SUP-188,Q-04-03,True,154,34
FL-1780-3945,Sealant cartridge LH,Fluids,22.32,22.32,22.32,RH,RH,ambient,False,SUP-023,B-07-01,True,195,77
FL-6768-3946,Coolant additive Premium,Fluids,13.88,13.88,13.88,LH,LH,hazmat,True,SUP-196,A-12-02,True,210,33
EL-2333-3947,Radar sensor Premium,Electronics,21.88,21.88,21.88,LH,LH,ambient,False,SUP-044,Q-04-16,True,100,67
EL-7048-3948,ECU control module RH,Electronics,12.92,12.92,12.92,LH,LH,ambient,False,SUP-142,JIS-07-13,True,207,83
FL-4381-3949,Sealant cartridge Premium,Fluids,5.66,5.66,5.66,RH,RH,ambient,False,SUP-012,B-07-03,True,94,29
CH-6787-3950,Steering knuckle LH,Chassis,3.89,3.89,3.89,LH,LH,ambient,False,SUP-047,JIS-07-10,True,209,76
IN-7795-3951,Console module RH,Interior,7.45,7.45,7.45,LH,LH,ambient,False,SUP-046,A-12-11,True,139,86
FL-1518-3952,Coolant additive Premium,Fluids,13.26,13.26,13.26,RH,RH,ambient,False,SUP-012,Q-04-15,True,99,68
PO-1220-3953,Torque converter RH,Powertrain,24.42,24.42,24.42,LH,LH,ambient,False,SUP-193,B-07-13,True,107,67
IN-4109-3954,Door trim panel LH,Interior,5.73,5.73,5.73,LH,LH,ambient,False,SUP-020,JIS-07-12,True,136,32
CH-9683-3955,Brake line manifold Gen 2,Chassis,17.79,17.79,17.79,LH,LH,ambient,False,SUP-112,Q-04-06,True,156,64
FL-1535-3956,Coolant additive LH,Fluids,12.6,12.6,12.6,RH,RH,ambient,False,SUP-121,HZ-02-15,True,113,62
FL-1575-3957,Sealant cartridge RH,Fluids,19.33,19.33,19.33,LH,LH,ambient,False,SUP-178,JIS-07-08,True,99,27
FL-7301-3958,Coolant additive RH,Fluids,4.26,4.26,4.26,RH,RH,ambient,False,SUP-195,Q-04-09,True,180,39
FL-4207-3959,Sealant cartridge Gen 2,Fluids,23.63,23.63,23.63,LH,LH,hazmat,True,SUP-120,Q-04-10,True,74,31
EL-2491-3960,Camera harness Gen 2,Electronics,7.9,7.9,7.9,RH,RH,ambient,False,SUP-050,Q-04-03,True,83,39
CH-1794-3961,Wheel carrier Gen 2,Chassis,18.75,18.75,18.75,RH,RH,ambient,False,SUP-167,Q-04-04,True,131,72
CH-4198-3962,Control arm Gen 2,Chassis,8.86,8.86,8.86,RH,RH,ambient,False,SUP-172,JIS-07-05,True,67,62
IN-5299-3963,Console module LH,Interior,12.66,12.66,12.66,LH,LH,ambient,False,SUP-135,B-07-06,True,215,50
IN-1347-3964,Console module Gen 2,Interior,22.75,22.75,22.75,RH,RH,ambient,False,SUP-010,A-12-14,True,143,77
EL-3501-3965,Camera harness Premium,Electronics,5.55,5.55,5.55,RH,RH,ambient,False,SUP-068,B-07-17,True,211,57
IN-8831-3966,Door trim panel Gen 2,Interior,10.53,10.53,10.53,RH,RH,ambient,False,SUP-139,Q-04-15,True,88,82
FL-1132-3967,Brake fluid reservoir Gen 2,Fluids,23.09,23.09,23.09,LH,LH,ambient,False,SUP-171,B-07-06,True,74,44
FL-6299-3968,Coolant additive LH,Fluids,12.74,12.74,12.74,RH,RH,hazmat,True,SUP-134,JIS-07-01,True,63,82
IN-2773-3969,Console module LH,Interior,6.95,6.95,6.95,LH,LH,ambient,False,SUP-154,B-07-03,True,81,49
PO-7031-3970,Clutch actuator LH,Powertrain,23.07,23.07,23.07,RH,RH,ambient,False,SUP-085,Q-04-16,True,113,56
FL-9518-3971,Brake fluid reservoir Premium,Fluids,8.65,8.65,8.65,RH,RH,ambient,False,SUP-175,HZ-02-08,True,113,66
IN-3581-3972,Door trim panel Gen 2,Interior,13.61,13.61,13.61,RH,RH,ambient,False,SUP-102,HZ-02-05,True,181,66
FL-3607-3973,Washer concentrate RH,Fluids,4.8,4.8,4.8,RH,RH,hazmat,True,SUP-166,JIS-07-08,True,202,40
EL-9301-3974,Camera harness Gen 2,Electronics,6.48,6.48,6.48,RH,RH,ambient,False,SUP-197,JIS-07-07,True,169,25
PO-6725-3975,Fuel rail Premium,Powertrain,19.39,19.39,19.39,RH,RH,ambient,False,SUP-032,B-07-13,True,81,41
IN-7405-3976,Console module RH,Interior,13.68,13.68,13.68,RH,RH,ambient,False,SUP-063,B-07-05,True,124,55
PO-9552-3977,Fuel rail LH,Powertrain,4.65,4.65,4.65,RH,RH,ambient,False,SUP-023,A-12-07,True,183,88
IN-7048-3978,Door trim panel RH,Interior,2.76,2.76,2.76,RH,RH,ambient,False,SUP-111,A-12-08,True,117,74
EL-9288-3979,Radar sensor LH,Electronics,4.1,4.1,4.1,LH,LH,ambient,False,SUP-056,Q-04-02,True,103,33
CH-5695-3980,Wheel carrier Premium,Chassis,17.17,17.17,17.17,RH,RH,ambient,False,SUP-099,HZ-02-07,True,159,28
EL-6162-3981,ECU control module Gen 2,Electronics,7.56,7.56,7.56,LH,LH,ambient,False,SUP-155,A-12-07,True,156,37
FL-3287-3982,Sealant cartridge Gen 2,Fluids,23.19,23.19,23.19,RH,RH,ambient,False,SUP-046,B-07-01,True,148,40
PO-7967-3983,Fuel rail RH,Powertrain,4.77,4.77,4.77,RH,RH,ambient,False,SUP-167,JIS-07-12,True,212,68
FL-4352-3984,Washer concentrate RH,Fluids,18.05,18.05,18.05,RH,RH,hazmat,True,SUP-101,HZ-02-16,True,87,43
IN-8675-3985,Door trim panel Premium,Interior,3.7,3.7,3.7,LH,LH,ambient,False,SUP-060,HZ-02-02,True,189,46
FL-4866-3986,Sealant cartridge LH,Fluids,6.58,6.58,6.58,RH,RH,ambient,False,SUP-173,HZ-02-07,True,216,75
FL-2494-3987,Brake fluid reservoir LH,Fluids,7.55,7.55,7.55,RH,RH,ambient,False,SUP-192,HZ-02-14,True,154,67
EL-4238-3988,Radar sensor Premium,Electronics,16.84,16.84,16.84,LH,LH,ambient,False,SUP-125,Q-04-04,True,203,32
EL-5672-3989,ECU control module RH,Electronics,9.15,9.15,9.15,RH,RH,ambient,False,SUP-123,JIS-07-10,True,178,87
IN-2219-3990,Door trim panel Gen 2,Interior,23.81,23.81,23.81,LH,LH,ambient,False,SUP-064,A-12-07,True,68,46
FL-9282-3991,Coolant additive LH,Fluids,12.65,12.65,12.65,RH,RH,ambient,False,SUP-168,B-07-06,True,123,52
IN-7397-3992,Seat rail Premium,Interior,4.34,4.34,4.34,RH,RH,ambient,False,SUP-135,A-12-03,True,204,90
IN-5678-3993,Wiring harness assembly Premium,Interior,18.04,18.04,18.04,LH,LH,ambient,False,SUP-041,HZ-02-01,True,122,86
FL-3704-3994,Sealant cartridge Gen 2,Fluids,6.71,6.71,6.71,LH,LH,ambient,False,SUP-007,HZ-02-17,True,117,87
EL-1526-3995,ECU control module Gen 2,Electronics,22.09,22.09,22.09,RH,RH,ambient,False,SUP-130,HZ-02-07,True,63,62
CH-1739-3996,Wheel carrier RH,Chassis,11.73,11.73,11.73,LH,LH,ambient,False,SUP-069,HZ-02-13,True,64,56
EL-2188-3997,Radar sensor LH,Electronics,7.23,7.23,7.23,LH,LH,ambient,False,SUP-020,B-07-07,True,165,36
EL-4810-3998,Power distribution unit Gen 2,Electronics,12.63,12.63,12.63,RH,RH,ambient,False,SUP-128,JIS-07-12,True,215,68
FL-2567-3999,Brake fluid reservoir LH,Fluids,9.89,9.89,9.89,LH,LH,ambient,False,SUP-026,HZ-02-08,True,153,51
FL-2467-4000,Sealant cartridge Premium,Fluids,19.23,19.23,19.23,RH,RH,hazmat,True,SUP-138,JIS-07-12,True,143,51
EL-3182-4001,Power distribution unit Premium,Electronics,17.07,17.07,17.07,RH,RH,ambient,False,SUP-059,A-12-12,True,178,87
EL-1968-4002,Camera harness Premium,Electronics,13.95,13.95,13.95,LH,LH,ambient,False,SUP-057,Q-04-07,True,187,50
CH-8377-4003,Steering knuckle LH,Chassis,4.06,4.06,4.06,RH,RH,ambient,False,SUP-051,A-12-17,True,207,84
CH-5641-4004,Wheel carrier Premium,Chassis,12.45,12.45,12.45,LH,LH,ambient,False,SUP-130,B-07-05,True,218,75
EL-9505-4005,Power distribution unit Premium,Electronics,7.7,7.7,7.7,RH,RH,ambient,False,SUP-158,A-12-11,True,181,44
PO-4332-4006,Fuel rail Gen 2,Powertrain,5.65,5.65,5.65,LH,LH,ambient,False,SUP-107,Q-04-15,True,158,75
FL-7891-4007,Coolant additive Gen 2,Fluids,15.69,15.69,15.69,LH,LH,ambient,False,SUP-195,HZ-02-13,True,137,84
IN-7957-4008,Console module RH,Interior,5.27,5.27,5.27,RH,RH,ambient,False,SUP-191,JIS-07-08,True,68,90
EL-3064-4009,Camera harness RH,Electronics,22.92,22.92,22.92,RH,RH,ambient,False,SUP-066,A-12-06,True,155,77
PO-9817-4010,Gear selector Gen 2,Powertrain,19.38,19.38,19.38,LH,LH,ambient,False,SUP-142,A-12-01,True,177,78
EL-7630-4011,ECU control module LH,Electronics,6.55,6.55,6.55,LH,LH,ambient,False,SUP-147,HZ-02-03,True,150,40
FL-6454-4012,Brake fluid reservoir Gen 2,Fluids,20.6,20.6,20.6,RH,RH,hazmat,True,SUP-084,A-12-09,True,71,90
CH-8717-4013,Brake line manifold Premium,Chassis,22.19,22.19,22.19,LH,LH,ambient,False,SUP-024,Q-04-03,True,179,29
FL-8277-4014,Brake fluid reservoir Gen 2,Fluids,4.78,4.78,4.78,RH,RH,ambient,False,SUP-163,B-07-06,True,114,79
IN-8575-4015,Door trim panel Gen 2,Interior,24.01,24.01,24.01,LH,LH,ambient,False,SUP-060,A-12-06,True,176,90
PO-4541-4016,Fuel rail Premium,Powertrain,17.55,17.55,17.55,LH,LH,ambient,False,SUP-097,JIS-07-12,True,220,78
FL-7309-4017,Brake fluid reservoir Premium,Fluids,22.19,22.19,22.19,RH,RH,ambient,False,SUP-101,A-12-18,True,109,42
CH-2911-4018,Steering knuckle Premium,Chassis,5.46,5.46,5.46,LH,LH,ambient,False,SUP-147,HZ-02-14,True,118,38
CH-3557-4019,Control arm Gen 2,Chassis,7.44,7.44,7.44,LH,LH,ambient,False,SUP-058,HZ-02-16,True,117,35
FL-4725-4020,Washer concentrate Premium,Fluids,4.51,4.51,4.51,RH,RH,ambient,False,SUP-095,Q-04-11,True,70,44
IN-1823-4021,Seat rail LH,Interior,1.79,1.79,1.79,RH,RH,ambient,False,SUP-131,B-07-13,True,199,46
PO-3760-4022,Clutch actuator Premium,Powertrain,6.65,6.65,6.65,RH,RH,ambient,False,SUP-132,A-12-09,True,88,75
IN-4685-4023,Door trim panel RH,Interior,16.58,16.58,16.58,RH,RH,ambient,False,SUP-145,HZ-02-04,True,113,76
IN-9668-4024,Door trim panel Premium,Interior,13.5,13.5,13.5,LH,LH,ambient,False,SUP-124,B-07-06,True,70,52
IN-9720-4025,Seat rail RH,Interior,21.66,21.66,21.66,LH,LH,ambient,False,SUP-015,Q-04-10,True,135,27
EL-1232-4026,Camera harness LH,Electronics,10.03,10.03,10.03,LH,LH,ambient,False,SUP-078,A-12-17,True,139,68
PO-8631-4027,Gear selector LH,Powertrain,8.81,8.81,8.81,LH,LH,ambient,False,SUP-031,B-07-10,True,217,81
EL-3411-4028,Power distribution unit LH,Electronics,20.54,20.54,20.54,RH,RH,ambient,False,SUP-195,B-07-18,True,217,44
PO-6145-4029,Clutch actuator Gen 2,Powertrain,10.14,10.14,10.14,RH,RH,ambient,False,SUP-114,A-12-11,True,168,84
EL-9342-4030,Radar sensor RH,Electronics,7.51,7.51,7.51,LH,LH,ambient,False,SUP-178,JIS-07-05,True,188,73
EL-7083-4031,ECU control module Gen 2,Electronics,11.9,11.9,11.9,RH,RH,ambient,False,SUP-141,A-12-11,True,161,75
PO-7862-4032,Clutch actuator RH,Powertrain,22.57,22.57,22.57,RH,RH,ambient,False,SUP-130,Q-04-17,True,86,42
EL-8663-4033,Radar sensor Premium,Electronics,7.32,7.32,7.32,LH,LH,ambient,False,SUP-146,Q-04-16,True,208,67
FL-9680-4034,Washer concentrate Premium,Fluids,9.37,9.37,9.37,LH,LH,hazmat,True,SUP-183,B-07-16,True,194,31
EL-5748-4035,ECU control module RH,Electronics,17.59,17.59,17.59,RH,RH,ambient,False,SUP-093,A-12-02,True,193,88
IN-5299-4036,Console module Gen 2,Interior,13.22,13.22,13.22,LH,LH,ambient,False,SUP-007,HZ-02-02,True,175,52
EL-7542-4037,ECU control module Premium,Electronics,10.04,10.04,10.04,RH,RH,ambient,False,SUP-019,B-07-12,True,116,82
CH-9351-4038,Steering knuckle RH,Chassis,10.5,10.5,10.5,LH,LH,ambient,False,SUP-057,JIS-07-01,True,110,39
FL-8788-4039,Coolant additive Premium,Fluids,17.23,17.23,17.23,RH,RH,ambient,False,SUP-037,JIS-07-05,True,70,59
CH-2029-4040,Wheel carrier RH,Chassis,20.27,20.27,20.27,RH,RH,ambient,False,SUP-075,Q-04-17,True,174,31
FL-9702-4041,Sealant cartridge RH,Fluids,1.15,1.15,1.15,RH,RH,hazmat,True,SUP-193,JIS-07-13,True,158,37
PO-7988-4042,Torque converter RH,Powertrain,9.48,9.48,9.48,RH,RH,ambient,False,SUP-012,B-07-08,True,96,55
EL-7818-4043,Power distribution unit RH,Electronics,12.73,12.73,12.73,LH,LH,ambient,False,SUP-132,B-07-18,True,161,29
IN-8049-4044,Console module RH,Interior,2.14,2.14,2.14,RH,RH,ambient,False,SUP-136,HZ-02-14,True,120,26
IN-8743-4045,Seat rail LH,Interior,2.63,2.63,2.63,LH,LH,ambient,False,SUP-033,JIS-07-09,True,100,45
PO-9480-4046,Clutch actuator RH,Powertrain,18.12,18.12,18.12,RH,RH,ambient,False,SUP-067,HZ-02-17,True,194,65
EL-8784-4047,Radar sensor Gen 2,Electronics,13.39,13.39,13.39,RH,RH,ambient,False,SUP-176,A-12-10,True,219,59
PO-4275-4048,Gear selector LH,Powertrain,19.29,19.29,19.29,RH,RH,ambient,False,SUP-138,HZ-02-04,True,151,37
FL-9409-4049,Coolant additive Gen 2,Fluids,22.96,22.96,22.96,LH,LH,hazmat,True,SUP-065,HZ-02-11,True,69,50
EL-7727-4050,Power distribution unit RH,Electronics,13.34,13.34,13.34,RH,RH,ambient,False,SUP-089,Q-04-16,True,168,48
EL-5740-4051,Radar sensor LH,Electronics,7.29,7.29,7.29,LH,LH,ambient,False,SUP-108,Q-04-08,True,152,33
FL-6127-4052,Washer concentrate RH,Fluids,4.9,4.9,4.9,RH,RH,hazmat,True,SUP-051,A-12-02,True,100,74
CH-5760-4053,Wheel carrier RH,Chassis,13.89,13.89,13.89,LH,LH,ambient,False,SUP-107,Q-04-18,True,195,42
FL-6573-4054,Brake fluid reservoir RH,Fluids,18.3,18.3,18.3,LH,LH,hazmat,True,SUP-155,Q-04-16,True,88,37
IN-5784-4055,Wiring harness assembly RH,Interior,22.33,22.33,22.33,LH,LH,ambient,False,SUP-032,A-12-09,True,203,76
FL-7733-4056,Sealant cartridge Premium,Fluids,21.29,21.29,21.29,LH,LH,ambient,False,SUP-018,Q-04-18,True,119,68
FL-1177-4057,Washer concentrate Premium,Fluids,3.27,3.27,3.27,LH,LH,ambient,False,SUP-132,HZ-02-13,True,159,50
IN-5061-4058,Seat rail Gen 2,Interior,5.65,5.65,5.65,LH,LH,ambient,False,SUP-130,A-12-07,True,137,48
PO-7800-4059,Clutch actuator RH,Powertrain,20.62,20.62,20.62,LH,LH,ambient,False,SUP-095,JIS-07-14,True,202,25
FL-1462-4060,Brake fluid reservoir RH,Fluids,12.16,12.16,12.16,RH,RH,hazmat,True,SUP-015,B-07-08,True,142,58
CH-2217-4061,Control arm Gen 2,Chassis,6.51,6.51,6.51,RH,RH,ambient,False,SUP-181,Q-04-01,True,137,83
EL-7356-4062,ECU control module Gen 2,Electronics,6.35,6.35,6.35,RH,RH,ambient,False,SUP-101,A-12-15,True,137,86
EL-3216-4063,Radar sensor RH,Electronics,2.01,2.01,2.01,LH,LH,ambient,False,SUP-050,B-07-07,True,161,88
IN-9187-4064,Door trim panel Gen 2,Interior,9.05,9.05,9.05,LH,LH,ambient,False,SUP-083,HZ-02-10,True,106,84
IN-4891-4065,Console module RH,Interior,18.26,18.26,18.26,RH,RH,ambient,False,SUP-196,B-07-12,True,156,51
CH-3972-4066,Wheel carrier RH,Chassis,19.86,19.86,19.86,LH,LH,ambient,False,SUP-079,A-12-13,True,80,89
CH-8453-4067,Brake line manifold Premium,Chassis,11.87,11.87,11.87,LH,LH,ambient,False,SUP-119,HZ-02-15,True,76,43
FL-5847-4068,Washer concentrate Premium,Fluids,5.88,5.88,5.88,LH,LH,ambient,False,SUP-094,HZ-02-02,True,108,86
CH-4357-4069,Control arm Gen 2,Chassis,11.25,11.25,11.25,RH,RH,ambient,False,SUP-012,JIS-07-04,True,148,31
FL-8178-4070,Washer concentrate Gen 2,Fluids,0.52,0.52,0.52,LH,LH,ambient,False,SUP-140,Q-04-11,True,93,86
EL-2607-4071,Camera harness Gen 2,Electronics,22.79,22.79,22.79,LH,LH,ambient,False,SUP-082,Q-04-15,True,209,41
CH-1193-4072,Brake line manifold LH,Chassis,6.71,6.71,6.71,LH,LH,ambient,False,SUP-035,HZ-02-13,True,79,80
PO-9844-4073,Clutch actuator Gen 2,Powertrain,21.4,21.4,21.4,RH,RH,ambient,False,SUP-193,B-07-18,True,115,58
EL-7857-4074,ECU control module Premium,Electronics,18.82,18.82,18.82,RH,RH,ambient,False,SUP-175,JIS-07-01,True,105,82
FL-9360-4075,Washer concentrate Premium,Fluids,20.18,20.18,20.18,RH,RH,ambient,False,SUP-109,B-07-17,True,219,28
PO-3568-4076,Clutch actuator Premium,Powertrain,24.04,24.04,24.04,LH,LH,ambient,False,SUP-163,B-07-06,True,80,58
EL-3119-4077,Power distribution unit Gen 2,Electronics,17.48,17.48,17.48,LH,LH,ambient,False,SUP-018,B-07-12,True,170,90
CH-8284-4078,Steering knuckle RH,Chassis,8.71,8.71,8.71,RH,RH,ambient,False,SUP-056,A-12-09,True,101,73
PO-8724-4079,Fuel rail Premium,Powertrain,10.86,10.86,10.86,RH,RH,ambient,False,SUP-004,JIS-07-05,True,212,34
CH-9584-4080,Wheel carrier Gen 2,Chassis,18.36,18.36,18.36,RH,RH,ambient,False,SUP-089,Q-04-14,True,156,79
CH-3230-4081,Brake line manifold LH,Chassis,3.44,3.44,3.44,LH,LH,ambient,False,SUP-022,Q-04-16,True,82,47
CH-1806-4082,Wheel carrier RH,Chassis,23.38,23.38,23.38,LH,LH,ambient,False,SUP-197,Q-04-05,True,65,45
FL-6651-4083,Sealant cartridge RH,Fluids,1.41,1.41,1.41,RH,RH,ambient,False,SUP-126,JIS-07-14,True,129,48
IN-8902-4084,Console module Gen 2,Interior,5.89,5.89,5.89,LH,LH,ambient,False,SUP-124,HZ-02-06,True,190,38
PO-7336-4085,Torque converter Premium,Powertrain,3.85,3.85,3.85,RH,RH,ambient,False,SUP-150,Q-04-10,True,91,79
PO-5688-4086,Torque converter Premium,Powertrain,10.27,10.27,10.27,RH,RH,ambient,False,SUP-147,B-07-04,True,212,63
PO-3250-4087,Torque converter RH,Powertrain,3.08,3.08,3.08,RH,RH,ambient,False,SUP-004,B-07-05,True,76,65
EL-9919-4088,Radar sensor Premium,Electronics,7.21,7.21,7.21,RH,RH,ambient,False,SUP-155,B-07-07,True,149,60
PO-1281-4089,Torque converter LH,Powertrain,12.34,12.34,12.34,RH,RH,ambient,False,SUP-016,HZ-02-18,True,108,51
EL-9160-4090,Power distribution unit LH,Electronics,7.19,7.19,7.19,RH,RH,ambient,False,SUP-110,Q-04-17,True,187,85
CH-9307-4091,Control arm Premium,Chassis,20.27,20.27,20.27,LH,LH,ambient,False,SUP-063,B-07-07,True,201,90
PO-5487-4092,Gear selector RH,Powertrain,14.43,14.43,14.43,LH,LH,ambient,False,SUP-153,A-12-14,True,62,83
PO-6707-4093,Clutch actuator Gen 2,Powertrain,1.62,1.62,1.62,RH,RH,ambient,False,SUP-095,B-07-13,True,147,60
IN-9892-4094,Wiring harness assembly Premium,Interior,7.64,7.64,7.64,LH,LH,ambient,False,SUP-096,Q-04-04,True,191,84
FL-7439-4095,Sealant cartridge Premium,Fluids,9.73,9.73,9.73,LH,LH,ambient,False,SUP-010,JIS-07-12,True,219,46
FL-5902-4096,Brake fluid reservoir RH,Fluids,16.14,16.14,16.14,RH,RH,ambient,False,SUP-106,B-07-17,True,156,69
IN-6733-4097,Console module RH,Interior,9.08,9.08,9.08,RH,RH,ambient,False,SUP-019,HZ-02-18,True,181,33
IN-9051-4098,Wiring harness assembly Gen 2,Interior,14.61,14.61,14.61,RH,RH,ambient,False,SUP-141,A-12-04,True,206,42
FL-6615-4099,Sealant cartridge Premium,Fluids,24.48,24.48,24.48,LH,LH,hazmat,True,SUP-121,HZ-02-16,True,220,51
EL-9184-4100,Radar sensor LH,Electronics,3.1,3.1,3.1,RH,RH,ambient,False,SUP-088,HZ-02-14,True,80,50
PO-3527-4101,Torque converter Premium,Powertrain,18.86,18.86,18.86,LH,LH,ambient,False,SUP-077,JIS-07-16,True,116,42
EL-3370-4102,Camera harness Gen 2,Electronics,19.71,19.71,19.71,LH,LH,ambient,False,SUP-114,HZ-02-01,True,168,47
CH-2647-4103,Steering knuckle Gen 2,Chassis,12.1,12.1,12.1,LH,LH,ambient,False,SUP-004,HZ-02-08,True,62,87
CH-5169-4104,Wheel carrier Premium,Chassis,9.68,9.68,9.68,RH,RH,ambient,False,SUP-192,A-12-16,True,168,62
CH-7150-4105,Wheel carrier RH,Chassis,14.12,14.12,14.12,LH,LH,ambient,False,SUP-191,B-07-15,True,135,72
IN-1296-4106,Wiring harness assembly Premium,Interior,9.47,9.47,9.47,LH,LH,ambient,False,SUP-106,A-12-02,True,138,41
